budget,id,original_language,popularity,release_date,revenue,status,title,vote_average,vote_count,release_year,return,name_collection,day,month,genre,actors,director
0.0,16874,en,92.000000,2000-02-24,0.0,Released,The Wog Boy,6.2,5.0,2000,0.0,The Wog Boy Collection,Thursday,February,Comedy,"Nick Giannopoulos, Lucy Bell, Vince Colosimo, Abi Tucker, Geraldine Turner, Stephen Curry, John Barresi, Costas Kilias, Vince D'Amico, Derryn Hinch, Tony Nikolakopoulos",Aleksi Vellis
0.0,16234,en,74.000000,2000-12-12,0.0,Released,Batman Beyond: Return of the Joker,7.5,152.0,2000,0.0,Batman Beyond Collection,Tuesday,December,"Animation, Family","Will Friedle, Kevin Conroy, Mark Hamill, Angie Harmon, Dean Stockwell, Arleen Sorkin, Tara Strong, Mathew Valencia, Andrea Romano, Melissa Joan Hart, Henry Rollins, Michael Rosenbaum, Don Harvey, Frank Welker, Rachael Leigh Cook, Lauren Tom, Teri Garr, Ryan O'Donohue, Vernee Watson-Johnson, Mary Scheer",Curt Geda
10000000.0,10706,en,82.000000,2001-07-17,0.0,Released,Mimic 2,4.8,54.0,2001,0.0,Mimic Collection,Tuesday,July,"Horror, Science Fiction, Thriller","Bruno Campos, Alix Koromzay, Will Estes, Edward Albert, Gaven E. Lucas, Jon Polito, Jim O'Heir, Paul Schulze",Jean de Segonzac
0.0,17208,en,130.000000,2000-07-28,0.0,Released,Paradise Lost 2: Revelations,7.2,26.0,2000,0.0,Paradise Lost Collection,Friday,July,Documentary,"Kathy Bakken, Steven Branch, Christopher Byers, John Mark Byers, Melissa Byers, Pam Echols, Jessie Miskelly, Jessie Miskelly Sr., Jason Baldwin, Damien Wayne Echols","Joe Berlinger, Bruce Sinofsky"
10000000.0,10726,en,88.000000,2002-04-22,0.0,Released,American Psycho 2: All American Girl,4.6,81.0,2002,0.0,American Psycho Collection,Monday,April,"Horror, Thriller","Mila Kunis, William Shatner, Geraint Wyn Davies, Robin Dunne, Lindy Booth, Jenna Perry, Michael Kremko, Kim Poirier, Boyd Banks, Kay Hawtrey, Charles Officer",Morgan J. Freeman
0.0,437,en,94.000000,2002-04-15,0.0,Released,CubeÂ²: Hypercube,5.4,383.0,2002,0.0,Cube Collection,Monday,April,"Thriller, Science Fiction, Mystery","Kari Matchett, Geraint Wyn Davies, Grace Lynn Kung, Matthew Ferguson, Neil Crone, Barbara Gordon, Lindsey Connell, Greer Kent, Bruce Gray, Philip Akin, Paul Robbins, Andrew Scorer",Andrzej Sekula
350000.0,13984,en,76.000000,2002-05-24,0.0,Released,Fubar,5.9,16.0,2002,0.0,Fubar Collection,Friday,May,"Comedy, Music","Paul Spence, David Lawrence, Gordon Skilling, Andrew Sparacino, Tracey Lawrence, S.C. Lim, Sage Lawrence, Rose Martin, Jim Lawrence, Laurie D'Amour",Michael Dowse
16700000.0,18248,en,96.000000,2003-06-01,0.0,Released,The Foreigner,3.7,41.0,2003,0.0,The Foreigner Collection,Sunday,June,"Action, Thriller","Steven Seagal, Jeffrey Pierce, Max Ryan, Harry Van Gorkum, Anna-Louise Plowman, Kate Fischer",Michael Oblowitz
0.0,11430,en,77.000000,2004-02-06,0.0,Released,The Lion King 1Â½,6.3,694.0,2004,0.0,The Lion King Collection,Friday,February,"Animation, Comedy, Family","Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume, Moira Kelly, Whoopi Goldberg, Cheech Marin, Jim Cummings, Edward Hibbert, Jason Rudofsky, Matt Weinberg, Corey Burton, Jeff Bennett",Bradley Raymond
0.0,23986,en,182.000000,2002-05-15,0.0,Released,Cremaster 3,6.8,10.0,2002,0.0,The Cremaster Cycle,Wednesday,May,Drama,,Matthew Barney
5000000.0,10891,en,101.000000,2004-01-02,0.0,Released,Tremors 4: The Legend Begins,5.4,108.0,2004,0.0,Tremors Collection,Friday,January,"Action, Comedy, Horror, Western","Michael Gross, Sara Botsford, Billy Drago, Brent Roam, August Schellenberg, J.E. Freeman, Ming Lo, Neil Kopit, Sean Moran, Matthew Seth Wilson, Lydia Look, Sam Ly, John Dixon",S. S. Wilson
0.0,12540,en,90.000000,2004-01-13,0.0,Released,Bring It On Again,5.3,93.0,2004,0.0,Bring It On Collection,Tuesday,January,Comedy,"Anne Judson-Yager, Bree Turner, Kevin Cooney, Faune A. Chambers, Felicia Day, Bryce Johnson, Richard Lee Jackson, Bethany Joy Lenz, Holly Towne, Dennis Hemphill Jr., Katherine Bailess, Joshua Gomez, Kelly Stables, Brian Patrick Wade",Damon Santostefano
5000000.0,14245,en,97.000000,2002-12-28,0.0,Released,Sniper 2,5.4,30.0,2002,0.0,Sniper Collection,Saturday,December,Action,"Tom Berenger, Bokeem Woodbine, Erika MarozsÃ¡n, TamÃ¡s PuskÃ¡s, Dan Butler, Linden Ashby, Barna IllyÃ©s, Ferenc KovÃ¡cs, Dennis Hayden, Can Togay, BÃ©la JÃ¡ki, LÃ¡szlÃ³ Ãron, LukÃ¡cs Bicskey",Craig R. Baxley
0.0,12583,en,94.000000,2004-07-10,0.0,Released,Ginger Snaps Back: The Beginning,6.0,54.0,2004,0.0,Ginger Snaps Collection,Saturday,July,"Drama, Horror","Katharine Isabelle, Emily Perkins, Nathaniel Arcand, JR Bourne, Hugh Dillon, Adrien Dorval, Brendan Fletcher",Grant Harvey
7000000.0,10304,en,88.000000,2004-04-20,0.0,Released,Starship Troopers 2: Hero of the Federation,3.8,176.0,2004,0.0,Starship Troopers Collection,Tuesday,April,"Adventure, Horror, Action, Science Fiction","Billy Brown, Richard Burgi, Kelly Carlson, Cy Carter, Sandrine Holt, Ed Lauter, J.P. Manoux, Lawrence Monoson, Colleen Porch, Drew Powell, Ed Quinn, Jason-Shane Scott, Brenda Strong, Brian Tee, David Wells, Tim Conlon, Bobby C. King, Stephen Stanton",Phil Tippett
780000.0,10105,en,90.000000,2003-09-11,0.0,Released,Saints and Soldiers,6.6,98.0,2003,0.0,Saints and Soldiers Collection,Thursday,September,"Action, Adventure, Drama, History, War","Larry Bagby, Alexander Polinsky, Kirby Heyborne, Corbin Allred, Ethan Vincent, Melinda Renee, Ruby Chase O'Neil, Jeff Birk, Ben Gourley, Chris Clark, M. Casey Reeves, Curt Dousett, Michael Buster, Randy Beard, Tane Williams, Christian Lee, Philip Malzl, Christian Malzl, Dawn Graham, Peter Holden",Ryan Little
130000.0,83,en,79.000000,2004-08-06,54667954.0,Released,Open Water,5.3,320.0,2004,420.52,Open Water Collection,Friday,August,"Drama, Thriller","Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson, Christina Zenato, John Charles",Chris Kentis
50000000.0,10320,en,110.000000,2005-03-17,161451538.0,Released,The Ring Two,5.5,646.0,2005,3.23,The Ring Collection,Thursday,March,"Drama, Horror, Thriller","Naomi Watts, Simon Baker, Elizabeth Perkins, David Dorfman, Gary Cole, Sissy Spacek, Ryan Merriman, Emily VanCamp, Kelly Overton, James Lesure, Daveigh Chase, Kelly Stables, Cooper Thornton, Mary Elizabeth Winstead, Jesse Burch, Chane't Johnson, Marilyn McIntyre",Hideo Nakata
0.0,3396,en,80.000000,2003-09-07,0.0,Released,The Yes Men,7.0,28.0,2003,0.0,The Yes Men Collection,Sunday,September,"Comedy, Documentary","Mike Bonanno, Andy Bichlbaum, Michael Moore, Patrick Lichty, Sal Salamone, Phil Bayly, Andy Bichlbaum, Philip De Lorenzo, Greg Palast","Dan Ollman, Sarah Price, Chris Smith"
0.0,5460,en,85.000000,2004-05-25,0.0,Released,Cruel Intentions 3,4.3,46.0,2004,0.0,Cruel Intentions Collection,Tuesday,May,"Drama, Thriller, Romance","Kerr Smith, Kristina Anapau, Nathan Wetherington, Melissa Yvonne Lewis, Natalie Ramsey, Michael Pemberton, Tara Carroll, William Gregory Lee, Aaron McPherson, Alex Donnelley, Charlie Weber, Tom Parker",Scott Ziehl
0.0,8357,en,109.000000,2004-04-23,10000000.0,Released,What the #$*! Do We (K)now!?,5.8,34.0,2004,0.0,What the Bleep! Collection,Friday,April,Documentary,"Marlee Matlin, Elaine Hendrix, Robert Blanche, John Ross Bowie, Robert Bailey Jr.","William Arntz, Betsy Chasse"
2000000.0,12597,en,99.000000,2000-10-03,0.0,Released,Hellraiser: Inferno,5.3,101.0,2000,0.0,Hellraiser Collection,Tuesday,October,"Crime, Horror, Thriller, Mystery","Craig Sheffer, Nicholas Turturro, James Remar, Doug Bradley, Nicholas Sadler, Noelle Evans, Lindsay Taylor, Matt George, Michael Shamus Wiles, Sasha Barrese, Kathryn Joosten, Carmen Argenziano, Christopher Kriesa",Scott Derrickson
80000000.0,693,en,115.000000,2004-12-22,516642939.0,Released,Meet the Fockers,6.1,1412.0,2004,6.46,Meet the Parents Collection,Wednesday,December,"Comedy, Romance","Ben Stiller, Teri Polo, Robert De Niro, Dustin Hoffman, Barbra Streisand, Blythe Danner, Tim Blake Nelson, Alanna Ubach, Shelley Berman, Owen Wilson, Ray Santiago, Spencer Pickren, Bradley Pickren, Kali Rocha, Dorie Barton, Jack Plotnick, Wayne Thomas Yorke, Max Hoffman, Linda O'Neil",Jay Roach
10000000.0,11804,en,101.000000,2005-01-07,91196419.0,Released,White Noise,5.6,267.0,2005,9.12,White Noise Collection,Friday,January,"Drama, Horror, Thriller","Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice, Keegan Connor Tracy, Sarah Strange, Nicholas Elia, Mike Dopud, Marsha Regis, Brad Sihvon, Amber Rothwell, Mitchell Kosterman, Suzanne Ristic, L. Harvey Gold, Miranda Frigon, Aaron Douglas, Anthony Harrison, Bruce Dawson, Benita Ha, April Telek",Geoffrey Sax
0.0,18627,en,86.000000,1967-12-16,0.0,Released,Son of Godzilla,5.2,19.0,1967,0.0,Godzilla (Showa) Collection,Saturday,December,Science Fiction,"Tadao Takashima, Akira Kubo, Bibari Maeda, Akihiko Hirata, Yoshio Tsuchiya, Kenji Sahara, Ken'ichirÃ´ Maruyama, SeishirÃ´ Kuno, Yasuhiko SaijÃ´, Susumu Kurobe, Kazuo Suzuki, Wataru Ãmae, ChÃ´tarÃ´ TÃ´gin, Osman Yusuf, Seiji Onaka, YÃ» Sekita, Haruo Nakajima, 'Little Man' Machan",Jun Fukuda
0.0,42390,en,96.000000,1938-09-09,0.0,Released,Boys Town,6.6,25.0,1938,0.0,Father Flanagan Collection,Friday,September,Drama,"Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton, Gene Reynolds, Edward Norris, Addison Richards, Minor Watson, Jonathan Hale, Bobs Watson, Martin Spellman, Mickey Rentschler, Frankie Thomas, Jimmy Butler, Sidney Miller, Robert Emmett Keane, Victor Kilian, John Hamilton, Claire McDowell, Jay Novello, John Wray",Norman Taurog
6000000.0,27549,en,107.000000,1991-06-08,869325.0,Released,Beastmaster 2: Through the Portal of Time,4.6,17.0,1991,0.14,Beastmaster Collection,Saturday,June,"Action, Adventure, Fantasy, Science Fiction","Marc Singer, Kari Wuhrer, Sarah Douglas, Wings Hauser, Robert Fieldsteel, Arthur Malet, Robert Z'Dar, James Avery, Paul Goodman, Mark Roberts, Michael Berryman, David Carrera, Carl Ciarfalio, Larry Dobkin, Jim Eagle, Gordon Greene, Lawrence Mandley, Dick Warlock, Vic Trevino, Wayne PÃ©re, Rex Pierson, Frank Welker, Dan Woren",Sylvio Tabet
502318.0,26581,en,82.000000,1965-08-23,0.0,Released,Dr. Who and the Daleks,6.1,20.0,1965,0.0,Dr. Who Collection,Monday,August,"Science Fiction, Adventure","Peter Cushing, Roy Castle, Jennie Linden, Roberta Tovey, Barrie Ingham, Michael Coles, Geoffrey Toone",Gordon Flemyng
32000000.0,11637,en,95.000000,2005-01-20,97918663.0,Released,Are We There Yet?,5.2,227.0,2005,3.06,The Are We Collection,Thursday,January,"Adventure, Comedy, Family, Romance","Ice Cube, Nia Long, Aleisha Allen, Philip Bolden, Jay Mohr, M.C. Gainey, Henry Simmons, Ray Galletti, Viv Leacock, Sean Millington, C. Ernst Harth, Tim Perez, David Mackay",Brian Levant
20000000.0,12142,en,96.000000,2005-01-28,10442808.0,Released,Alone in the Dark,3.1,174.0,2005,0.52,Alone in the Dark Collection,Friday,January,"Action, Fantasy, Horror, Thriller","Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner, Matthew Walker, Will Sanderson, Mark Acheson, Darren Shahlavi, Karin Konoval, Craig Bruhnanski, Kwesi Ameyaw, Dustyn Arthurs, Catherine Lough Haggquist, Ed Anders, Michael P. Northey, Malcolm Scott, Ryan Drescher, Sean Campbell, Sarah Deakins, Daniel Cudmore, FranÃ§oise Yip, Ho-Sung Pak, Mike Dopud, Ona Grauer, Brendan Fletcher, Donna Lysell, John Fallon, Dean Redman, Brad Turner",Uwe Boll
20000000.0,8968,en,89.000000,2005-02-04,67192859.0,Released,Boogeyman,4.6,194.0,2005,3.36,The Boogeyman Collection,Friday,February,"Thriller, Horror, Drama, Mystery","Emily Deschanel, Barry Watson, Skye McCole Bartusiak, Lucy Lawless, Tory Mussett, Olivia Tennet, Aaron Murphy, Andrew Glover, Scott Wills, Robyn Malcolm, Charles Mesure, Philip Gordon, Jennifer Rucker, Michael Saccente, Louise Wallace, Brenda Simmons, Josie Tweed",Stephen T. Kay
100000000.0,561,en,121.000000,2005-02-08,230884728.0,Released,Constantine,6.6,1837.0,2005,2.31,Constantine Collection,Tuesday,February,"Drama, Fantasy, Horror","Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou, Max Baker, Pruitt Taylor Vince, Gavin Rossdale, Tilda Swinton, Peter Stormare, Jesse Ramirez, JosÃ© ZÃºÃ±iga, Laz Alonso, April Grace, Michelle Monaghan, Larry Cedar, Barbara Pilavin",Francis Lawrence
84000000.0,10214,en,94.000000,2005-02-18,0.0,Released,Son of the Mask,3.6,346.0,2005,0.0,The Mask Collection,Friday,February,"Fantasy, Comedy, Family, Adventure","Jamie Kennedy, Alan Cumming, Traylor Howard, Kal Penn, Steven Wright, Bob Hoskins, Ben Stein",Lawrence Guterman
0.0,44875,en,88.000000,1941-03-21,0.0,Released,Topper Returns,5.8,9.0,1941,0.0,Topper Collection,Friday,March,"Comedy, Fantasy, Mystery, Romance","Joan Blondell, Roland Young, Carole Landis, Billie Burke, Dennis O'Keefe, Patsy Kelly, H.B. Warner, Eddie 'Rochester' Anderson, George Zucco, Donald MacBride, Rafaela Ottiano, Trevor Bardette, William H. O'Brien, Eddy Chandler, Brick Sullivan, Slicker the Seal",Roy Del Ruth
0.0,12721,en,85.000000,1986-05-02,4662137.0,Released,"No Retreat, No Surrender",5.6,93.0,1986,0.0,"No Retreat, No Surrender Collection",Friday,May,Action,"Kurt McKinney, Jean-Claude Van Damme, J.W. Fails, Kathie Sileno, Tai Chung Kim, Kent Lipham",Corey Yuen Kwai
0.0,27042,en,5.000000,2002-07-03,0.0,Released,The ChubbChubbs!,6.6,20.0,2002,0.0,The ChubbChubbs Collection,Wednesday,July,"Animation, Comedy, Science Fiction","Bradford Simonsen, Jeff Wolverton, Dustin Adair, Eric Armstrong, Yakov Baytler, Mary Biondo, Sumit Das, Layne Friedman",Eric Armstrong
0.0,2926,en,105.000000,1973-12-11,0.0,Released,The Three Musketeers,6.8,71.0,1973,0.0,The Musketeers Collection,Tuesday,December,"Action, Adventure, Comedy, Drama","Michael York, Oliver Reed, Richard Chamberlain, Frank Finlay, Faye Dunaway, Raquel Welch, Christopher Lee, Geraldine Chaplin, Jean-Pierre Cassel, Spike Milligan, Charlton Heston, Simon Ward, Georges Wilson, Roy Kinnear, Joss Ackland, Sybil Danning, Michael Gothard, Nicole Calfan, Gitty Djamal, Ãngel del Pozo, Rodney Bewes, Gretchen Franklin",Richard Lester
0.0,37601,es,101.000000,1972-04-10,0.0,Released,Tombs of the Blind Dead,5.6,32.0,1972,0.0,The Blind Dead Collection,Monday,April,Horror,"Lone Fleming, CÃ©sar Burner, MarÃ­a Elena ArpÃ³n, JosÃ© Thelman, Rufino InglÃ©s, SimÃ³n Arriaga, Francisco Sanz, Juan CortÃ©s, AndrÃ©s Isbert, Antonio Orengo, JosÃ© Camoiras, MarÃ­a Silva, Britt Nichols, Pedro Sempson, VerÃ³nica LlimerÃ¡",Amando de Ossorio
53000000.0,4551,en,118.000000,2005-03-04,95226116.0,Released,Be Cool,5.4,296.0,2005,1.8,Chili Palmer Collection,Friday,March,"Comedy, Crime","John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer, AndrÃ© Benjamin, Steven Tyler, Robert Pastorelli, Christina Milian, Paul Adelstein, Debi Mazar, Gregory Alan Williams, Harvey Keitel, Dwayne Johnson, Danny DeVito, James Woods, Anthony J. Ribustello, Wyclef Jean, Fred Durst, SÃ©rgio Mendes, Gene Simmons, RZA, Joe Perry, Anna Nicole Smith, Alex Kubik, Darren Carter, Carol Duboc, Minae Noji, Arielle Kebbel, Kimberly J. Brown, Margaret Travolta, Scott Adsit, Brian Christensen, Nick Loren, Craig Susser, George Fisher, Sahar Simmons, Serdar Kalsin, Russ Irwin, Joey Kramer, Brad Whitford, Tom Hamilton, Joyce Tolbert, Noelle Scaggs, Will.i.am, Fergie, Apl.de.Ap , Taboo, Carmen Getit, Steve Lucky, Kimberly Wyatt, Kasey Campbell, Ashley Roberts, Nicole Scherzinger, Shanell Woodgett, Clifford McGhee, Christopher Toler, Ivan 'Flipz' Velez, Donyelle Denise Jones, Gustavo Vargas",F. Gary Gray
0.0,38148,en,97.000000,1984-11-07,0.0,Released,"Oh, God! You Devil",5.5,15.0,1984,0.0,"Oh, God! Collection",Wednesday,November,Comedy,"George Burns, Ron Silver, Roxanne Hart, Eugene Roche, Janet Brandt",Paul Bogart
825000.0,438,en,97.000000,2004-10-15,0.0,Released,Cube Zero,5.7,274.0,2004,0.0,Cube Collection,Friday,October,"Mystery, Science Fiction, Thriller","Zachary Bennett, Stephanie Moore, Michael Riley, Martin Roach, David Huband, Mike 'Nug' Nahrgang, Richard McMillan, Joshua Peace, Terri Hawkes, Tony Munch, Diego Klattenhoff",Ernie Barbarash
0.0,10040,en,115.000000,2005-03-11,0.0,Released,Miss Congeniality 2: Armed and Fabulous,5.3,433.0,2005,0.0,Miss Congeniality Collection,Friday,March,"Action, Comedy","Sandra Bullock, Regina King, Enrique Murciano, William Shatner, Eileen Brennan, Ernie Hudson, Elisabeth RÃ¶hm, Nick Offerman, Abraham Benrubi, Treat Williams, Heather Burns, Diedrich Bader, Octavia Spencer, Leslie Grossman",John Pasquin
40000000.0,187,en,124.000000,2005-04-01,158733820.0,Released,Sin City,7.2,2755.0,2005,3.97,Sin City Collection,Friday,April,"Action, Thriller, Crime","Jessica Alba, Devon Aoki, Clive Owen, Rosario Dawson, Mickey Rourke, Bruce Willis, Benicio del Toro, Michael Clarke Duncan, Alexis Bledel, Carla Gugino, Josh Hartnett, Powers Boothe, Rutger Hauer, Jaime King, Michael Madsen, Brittany Murphy, Nick Stahl, Elijah Wood, Jude Ciccolella, Jeffrey J. Dashnaw, Jesse De Luna, Jason Douglas, Tommy Flanagan, Rick Gomez, David H. Hickey, Greg Ingram, Nicky Katt, Helen Kirk, John McLeod, Lisa Marie Newmyer, Tommy Nix, Nick Offerman, Marco Perella, Randal Reeder, Jeff Schwan, Marley Shelton, Frank Miller, Korey Simeone, Paul T. Taylor, Rico Torres, Makenzie Vega Norfolk, Arie Verveen, Patricia Vonne, Ethan Maniquis, Ken Thomas, Chris Warner, Ethan Rains, Cara D. Briggs, Christina Frankenfield, Evelyn Hurley, Jason McDonald, Clark Middleton","Robert Rodriguez, Frank Miller"
0.0,16250,en,88.000000,2003-04-13,0.0,Released,Love Comes Softly,6.2,25.0,2003,0.0,The Love Comes Softly Collection,Sunday,April,"Drama, Romance, TV Movie, Western","Katherine Heigl, Dale Midkiff, Skye McCole Bartusiak, Corbin Bernsen, Theresa Russell, Oliver Macready, Tiffany Amber Knight, Nick Scoggin, Rutanya Alda, Jaimz Woolvett, Janet Rotblatt",Michael Landon Jr.
19000000.0,10065,en,90.000000,2005-04-15,108047131.0,Released,The Amityville Horror,6.0,606.0,2005,5.69,The Amityville Horror Collection,Friday,April,"Horror, Thriller, Drama","Ryan Reynolds, Melissa George, Jesse James, ChloÃ« Grace Moretz, Jimmy Bennett, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, David Gee, Rich Komenich, Annabel Armour, Danny McCarthy, Nancy Lollar, JosÃ© Taitano, Lenore Thomas, Jenny Strubin, Dorian Kingi",Andrew Douglas
0.0,13409,en,94.000000,2005-04-13,1691706.0,Released,State Property 2,5.5,3.0,2005,0.0,State Property Collection,Wednesday,April,"Action, Adventure, Crime, Drama","Beanie Sigel, Noreaga, Damon Dash, Michael Bentt, Omillio Sparks, Sundy Carter, Cam'ron, Mariah Carey, Chance Kelly",Damon Dash
60000000.0,11679,en,101.000000,2005-04-27,71073932.0,Released,xXx: State of the Union,4.7,565.0,2005,1.18,xXx Collection,Wednesday,April,"Action, Adventure, Crime, Drama, Mystery, Thriller","Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John G. Connolly, Ramon De Ocampo, Barry Sigismondi, David Rountree, Ned Schmidtke, Michael Don Evans",Lee Tamahori
113000000.0,1895,en,140.000000,2005-05-17,850000000.0,Released,Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,2005,7.52,Star Wars Collection,Tuesday,May,"Science Fiction, Adventure, Action","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Christopher Lee, Anthony Daniels, Kenny Baker, Frank Oz, Jimmy Smits, Peter Mayhew, Oliver Ford Davies, Ahmed Best, Silas Carson, Joel Edgerton, Bonnie Piesse, Matthew Wood, Temuera Morrison, Bruce Spence, Jeremy Bulloch, Wayne Pygram, Nick Gillard, Aidan Barton, James Earl Jones, George Lucas, Jett Lucas, Amanda Lucas, Katie Lucas, Jay Laga'aia, Rohan Nichol, David Bowers, Keisha Castle-Hughes, Matt Sloan, Rebecca Jackson Mendoza, Tux Akindoyeni, Matt Rowan, Kenji Oates, Amy Allen, Bodie Taylor, Graeme Blundell, Trisha Noble, Claudia Karvan, Keira Wingate, Hayley Mooy, Sandi Finlay, Genevieve O'Reilly, Warren Owens, Kee Chan, Rena Owen, Christopher Kirby, Kristy Wright, Coinneach Alexander, Mousy McCallum, Michael Kingma, Axel Dench, Steven Foy, Julian Khazzouh, James Rowland, David Stiff, Robert Cope",George Lucas
0.0,28423,en,72.000000,1940-12-27,0.0,Released,The Invisible Woman,6.0,5.0,1940,0.0,The Invisible Man (Universal Series),Friday,December,"Romance, Science Fiction, Comedy","Virginia Bruce, John Barrymore, Charles Ruggles, Oskar Homolka, Edward Brophy, Donald MacBride, Margaret Hamilton, Shemp Howard, Anne Nagel, Kathryn Adams, Maria Montez, Charles Lane, Mary Gordon, Thurston Hall, John Howard, Eddie Conrad, Harry C. Bradley, Kernan Cripps, Sarah Edwards, Kay Leslie, Kay Linaker, Frank McLure, Kitty O'Neil",A. Edward Sutherland
75000000.0,953,en,86.000000,2005-05-25,532680671.0,Released,Madagascar,6.6,3322.0,2005,7.1,Madagascar Collection,Wednesday,May,"Family, Animation","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Paco LeÃ³n, Cedric the Entertainer, Andy Richter, Tom McGrath, Christopher Knights, Chris Miller, Conrad Vernon, Eric Darnell, David Cowgill, Elisa Gabrielli, Stephen Apostolina, Devika Parikh, David P. Smith, Cody Cameron, Bob Saget, Jeffrey Katzenberg","Eric Darnell, Tom McGrath"
30000000.0,12700,en,117.000000,2005-05-20,251495.0,Released,Dominion: Prequel to the Exorcist,4.8,77.0,2005,0.01,The Exorcist Collection,Friday,May,"Horror, Thriller","Stellan SkarsgÃ¥rd, Gabriel Mann, Clara Bellar, Billy Crawford, Ralph Brown, Israel Aduramo, Andrew French, Antonie Kamerling, Julian Wadham, Eddie Osei, Ilario Bisi-Pedro, Niall Refoy, Lorenzo Camporese, Burt Caesar, Marcello Santoni, Griet van Damme, Simon McLinden, Pet Chege, Hamadi Mwapachu, Evelyn Duah, Rick Warden, Michele Mariotti, Ben Meyjes, Oliver Maltman, Omari Carter, Adrian Black, Nick Komornicki",Paul Schrader
25000000.0,9779,en,119.000000,2005-06-01,39053061.0,Released,The Sisterhood of the Traveling Pants,6.3,396.0,2005,1.56,The Sisterhood of the Traveling Pants Collection,Wednesday,June,"Drama, Comedy","Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively, Jenna Boyd, Bradley Whitford, Nancy Travis, Rachel Ticotin, Mike Vogel, Michael Rady, Leonardo Nam, Maria Konstadarou, George Touliatos, Kyle Schmid, Erica Hubbard, Emily Tennant, Jacqueline Ann Steuart, Sarah-Jane Redmond, Ernie Lively, Kendall Cross, Georgia Craig, Valerie Tian, Katie Stuart, Kristie Marsden, Jonathon Young, Beverley Elliott, Charles Payne, Patricia Mayen-Salazar, Brenda James, Patricia Drake, Kathryn Kirkpatrick, Keith Dallas, Kirsten Alter, Mary Black",Ken Kwapis
150000000.0,272,en,140.000000,2005-06-10,374218673.0,Released,Batman Begins,7.5,7511.0,2005,2.49,The Dark Knight Collection,Friday,June,"Action, Crime, Drama","Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Morgan Freeman, Rutger Hauer, Ken Watanabe, Mark Boone Junior, Linus Roache, Larry Holden, Gerard Murphy, Colin McFarlane, Jack Gleeson, T.J. Ramini, Kieran Hurley, Catherine Porter, Gus Lewis, Rade Serbedzija, Sara Stewart, Richard Brake, Emma Lockhart, Christine Adams, John Nolan, Karen David, Jonathan D. Ellis, Tamer Hassan, Ronan Leahy, Vincent Wong, Ð¢Ð¾Ð¼ ÐÑ, Mark Chiu, Turbo Kong, Sai-Kit Yung, Chike Chan, Jamie Hayden, David Murray, Darragh Kelly, John Kazek, Joseph Rye, Kwaku Ankomah, Jo Martin, Charles Edwards, Lucy Russell, Mark Straker, Timothy Deenihan, Flavia Masetto, Emily Steven-Daly, David Bedella, Martin McDougall, Noah Lee Margetts, Joe Hanley, Karl Shiels, Roger Griffiths, Stephen Walters, Richard Laing, Matt Miller, Risteard Cooper, Shane Rimmer, Jeremy Theobald, Alexandra Bastedo, John Judd, Soo Hee Ding, Phill Curr, Sarah Wateridge, Charlie Kranz, Terry McMahon, Cedric Young, Tim Booth, Tom Nolan, Roger Yuan, Joe Sargent, Emmanuel Idowu, Mel Taylor, Ilyssa Fradin, Andrew Pleavin, Jeff Christian, Tenzin Gyurme, Tenzin Clive Ball, John Burke, Earlene Bentley, Alex Moggridge, Jay Buozzi, Rory Campbell, Poppy Tierney, Spencer Wilding, Mark Smith, Dave Legeno, Khan Bonfils, Ruben Halse, Jordan Shaw, Dominic Burgess, Nadia Cameron-Blakey, Jeff Tanner, Omar Mostafa, Leon Delroy Williams, Fabio Cardascia, Dean Alexandrou, Joey Ansah, Jon Foo, Emil Martirossian, Mark Strange, Lasco Atkins, Rick Avery, James Embree, Gil Kolirin, Jane Osborn, Dan Poole, Tommy Gunn, Philip Harvey, Russell Wilcox, Ray Donn",Christopher Nolan
50000000.0,11451,en,101.000000,2005-06-22,66002004.0,Released,Herbie Fully Loaded,5.1,559.0,2005,1.32,Herbie Collection,Wednesday,June,"Comedy, Family, Adventure, Fantasy, Romance","Lindsay Lohan, Michael Keaton, Matt Dillon, Breckin Meyer, Justin Long, Cheryl Hines, Jimmi Simpson, Scoot McNairy, Thomas Lennon, Jill Ritchie, Jeremy Roberts, E.E. Bell, Peter Pasco, Mario Larraza, Patrick Cranshaw, Wendi McLendon-Covey",Angela Robinson
